"source","target","type","weights"
"Balkan Cat GmbH & Co. KG Overseas","Donald Hartman","Shareholder",1
"Balkan Cat GmbH & Co. KG Overseas","Kimberly Cook","Shareholder",1
"Balkan Cat GmbH & Co. KG Overseas","Michael Davis","Company Contacts",1
"Balkan Cat LLC Marine life","Michael Berger","Company Contacts",1
"Balkan Cat Limited Liability Company","Beth Wells","Company Contacts",1
"Balkan Pike GmbH & Co. KG Krill","Daniel Jones","Shareholder",1
"Balkan Pike GmbH & Co. KG Krill","Jordan Allen","Company Contacts",1
"Balkan Pike GmbH & Co. KG Krill","Theresa Snyder","Shareholder",1
"Balkan Pike GmbH Transit","Bradley Arnold","Company Contacts",1
"Balkan Pike GmbH Transit","Chase Nunez","Shareholder",1
"Balkan Pike GmbH Transit","Jacqueline Thomas","Shareholder",1
"Balkan Pike GmbH Transit","Jennifer Estes","Shareholder",1
"Balkan Pike GmbH Transit","Jenny Benson","Shareholder",1
"Balkan Pike GmbH Transit","Jill Smith","Shareholder",1
"Balkan Pike GmbH Transit","Tammy Hawkins","Shareholder",1
"Balkan Pike LC Line","Diane Martin","Shareholder",1
"Balkan Pike LC Line","Karen Powell","Company Contacts",1
"Balkan Pike LC Line","Laura Ray","Shareholder",1
"Balkan Pike LC Line","Mary Gilbert","Shareholder",1
"Balkan Pike Ltd. Corporation","Elijah Knight","Shareholder",1
"Balkan Pike Ltd. Corporation","Jeffrey King","Company Contacts",1
"Balkan Pike Ltd. Corporation","Steven Cox","Shareholder",1
"Balkan Pike Seabreeze Oyj Marine sanctuary","Corey Warren DDS","Company Contacts",1
"Balkan Pike World S.A. de C.V. United","Evelyn Marshall","Company Contacts",1
"Balkan Trout A/S Marine","Alison Mayo DDS","Shareholder",1
"Balkan Trout A/S Marine","Curtis Miller","Shareholder",1
"Balkan Trout A/S Marine","Kelli Anderson","Company Contacts",1
"Balkan Trout GmbH & Co. KG Holdings","Amy Huff","Shareholder",1
"Balkan Trout GmbH & Co. KG Holdings","Shawn Stephenson","Company Contacts",1
"Balkan Trout Incorporated Marine ecology","Amanda Reed","Shareholder",1
"Balkan Trout Incorporated Marine ecology","Kristen Clark DDS","Shareholder",1
"Balkan Trout Incorporated Marine ecology","Thomas Lawson","Company Contacts",1
"Balkan Trout Incorporated Marine ecology","Timothy Wade","Shareholder",1
"Balkan Trout Ltd. Liability Co","Rachael Brown","Company Contacts",1
"Balkan Trout Ltd. Liability Co","Stephanie Brennan","Company Contacts",1
"Balkan Trout SE Holdings","Caroline Frederick","Shareholder",1
"Ball and Sons","David Mcintosh","Shareholder",1
"Ball and Sons","Joshua Li","Shareholder",1
"Ball and Sons","Patricia Brown","Company Contacts",1
"Ball, Anthony and Martin","Jonathan Khan","Shareholder",1
"Ball, Brown and Velez","Calvin Johnston","Shareholder",1
"Ballard, Crane and Swanson","Vanessa Allen","Shareholder",1
"Ballard, Freeman and Hoffman","Michael Short","Shareholder",1
"Ballard, Gentry and Gill","Stephanie Morgan","Company Contacts",1
"Ballard, James and Conner","Zachary Mann","Shareholder",1
"Ballard, Shaffer and Finley","Jesse Walker","Shareholder",1
"Ballard-Daniel","Pamela Stein","Company Contacts",1
"Ballard-Miller","Jeffrey Jordan","Company Contacts",1
"Baltic Catch A/S Marine life","James Moore","Shareholder",1
"Baltic Catch A/S Marine life","Michael Blair","Company Contacts",1
"Baltic Catch CJSC Express","Megan Travis","Company Contacts",1
"Baltic Catch Co Merchants","Peter Johnson","Company Contacts",1
"Baltic Catch Dry dock Corp Services","Andrea Morrison","Company Contacts",1
"Baltic Catch Ltd Line","Chelsea Lopez","Shareholder",1
"Baltic Catch Ltd Line","Kimberly Rodriguez","Company Contacts",1
"Baltic Catch Ltd Line","Vickie Jones","Shareholder",1
"Baltic Catch Shipyard Inc Distribution","Mark Webb","Shareholder",1
"Baltic Catch Shipyard Inc Distribution","Pamela Weaver","Company Contacts",1
"Baltic Catch Sp Sea","Christopher Newman","Company Contacts",1
"Baltic Catch Sp Sea","Toni Bowers","Shareholder",1
"Baltic Flounder Corp Logistics","Carl Murphy","Shareholder",1
"Baltic Flounder Corp Logistics","Danielle Weiss","Company Contacts",1
"Baltic Flounder Corp Logistics","Darryl Carter","Shareholder",1
"Baltic Flounder Corp Logistics","Kendra Larson","Shareholder",1
"Baltic Flounder Sagl Oyster","Cynthia Sullivan","Company Contacts",1
"Baltic Flounder Seabreeze Ges.m.b.H. Distribution","Crystal Haynes","Shareholder",1
"Baltic Flounder Seabreeze Ges.m.b.H. Distribution","Denise Chen","Shareholder",1
"Baltic Flounder Seabreeze Ges.m.b.H. Distribution","Matthew Young","Company Contacts",1
"Baltic Flounder Seabreeze Ges.m.b.H. Distribution","Sherri Ramirez","Shareholder",1
"Baltic Herring AB United","Carlos Fisher II","Shareholder",1
"Baltic Herring AB United","Jason Brown","Shareholder",1
"Baltic Herring AB United","Kimberly Hunt","Shareholder",1
"Baltic Herring AB United","Nicholas Morrison","Shareholder",1
"Baltic Herring AB United","Richard Roberts","Shareholder",1
"Baltic Herring AB United","Stephanie Bishop","Company Contacts",1
"Baltic Herring AB United","Tina Torres","Shareholder",1
"Baltic Herring CJSC Navigation","James Finley","Company Contacts",1
"Baltic Herring CJSC Navigation","Matthew Lozano","Shareholder",1
"Baltic Salmon BV and Son's","Danny Castro","Company Contacts",1
"Baltic Salmon LC Express","Eric Christensen","Company Contacts",1
"Baltic Salmon Limited Liability Company","Alexis Duncan","Shareholder",1
"Baltic Salmon Limited Liability Company","Allison Graves DDS","Shareholder",1
"Baltic Salmon Limited Liability Company","Amber Miller","Shareholder",1
"Baltic Salmon Limited Liability Company","Danielle Crosby","Shareholder",1
"Baltic Salmon Limited Liability Company","Dennis Montes","Shareholder",1
"Baltic Salmon Limited Liability Company","Dustin Carter","Shareholder",1
"Baltic Salmon Limited Liability Company","Erin Bradshaw","Shareholder",1
"Baltic Salmon Limited Liability Company","Jessica Johnson","Shareholder",1
"Baltic Salmon Limited Liability Company","Joseph Davis","Shareholder",1
"Baltic Salmon Limited Liability Company","Justin Myers","Shareholder",1
"Baltic Salmon Limited Liability Company","Matthew Reynolds","Company Contacts",1
"Baltic Salmon Limited Liability Company","Rita Forbes","Shareholder",1
"Baltic Salmon Limited Liability Company","Sara Jackson","Shareholder",1
"Baltic Salmon Salt spray","Darren Wilson","Company Contacts",1
"Baltic Salmon Salt spray","Nicholas Molina MD","Shareholder",1
"Baltic Salmon Salt spray","Victor Ferguson","Shareholder",1
"Baltic Sprat GmbH & Co. KG Enterprises","Carl Sandoval","Shareholder",1
"Baltic Sprat GmbH & Co. KG Enterprises","Joseph Cross","Shareholder",1
"Baltic Sprat GmbH & Co. KG Enterprises","Kevin Murphy","Company Contacts",1
"Baltic Sprat Kelp GmbH Forwading","Amanda Allen","Shareholder",1
"Baltic Sprat Kelp GmbH Forwading","Ariel Howard","Company Contacts",1
"Baltic Sprat Kelp GmbH Forwading","Carolyn Daniels","Shareholder",1
"Baltic Sprat Kelp GmbH Forwading","Darius Simmons","Shareholder",1
"Baltic Sprat Kelp GmbH Forwading","Elizabeth Jones","Shareholder",1
"Baltic Sprat Kelp GmbH Forwading","Kathleen Cox","Shareholder",1
"Baltic Sprat Ltd. Liability Co Port","Samantha Price","Company Contacts",1
"Baltic Sprat S.A. de C.V. Marine sanctuary","Danielle Sullivan","Company Contacts",1
"Baltic Sprat ОАО Marine","Bill Carter","Shareholder",1
"Baltic Sprat ОАО Marine","Joseph Huff","Company Contacts",1
"Banded tilapia Corporation Holdings","Jennifer Hill","Company Contacts",1
"Banded tilapia Corporation Holdings","Justin Moore","Shareholder",1
"Banded tilapia Corporation Holdings","Paula Johnson","Shareholder",1
"Banded tilapia Corporation Holdings","Rachel Miller","Shareholder",1
"Banded tilapia Corporation Holdings","Robert Torres","Shareholder",1
"Banded tilapia Corporation Holdings","Ryan Bowen","Shareholder",1
"Banded tilapia Limited Liability Company Consulting","Angela Novak","Shareholder",1
"Banded tilapia Limited Liability Company Consulting","Rebecca Griffin","Shareholder",1
"Banded tilapia Limited Liability Company Consulting","Stacey Cox","Company Contacts",1
"Banded tilapia Limited Liability Company Consulting","Terry Elliott","Shareholder",1
"Banks LLC","Daniel Moreno","Shareholder",1
"Banks Ltd","Lisa Cruz","Shareholder",1
"Banks Ltd","Terry Woodard","Company Contacts",1
"Banks and Sons","Lisa Richardson","Company Contacts",1
"Banks, Cruz and Norton","Sherry Rivers","Company Contacts",1
"Banks, Shaffer and Leblanc","Ray Allen","Company Contacts",1
"Banks-Davidson","Alan Roth","Shareholder",1
"Banks-Murphy","Jordan Yang","Shareholder",1
"Banks-Rodriguez","Steven Phillips","Shareholder",1
"Barajas, Walsh and Henderson","Jordan Madden","Company Contacts",1
"Barajas-Miller","Jason Castillo","Shareholder",1
"Barber PLC","Alyssa Murphy","Shareholder",1
"Barber, Armstrong and Lopez","Cory Mccormick","Shareholder",1
"Barber, Olson and Brown","Curtis Foster","Shareholder",1
"Barber-Jones","Lindsay Castro","Shareholder",1
"Barco de Plata CJSC","Cynthia Thompson","Shareholder",1
"Barco de Plata CJSC","Dennis Davis","Shareholder",1
"Barco de Plata CJSC","Jennifer Sharp","Shareholder",1
"Barco de Plata CJSC","Melissa Jones","Shareholder",1
"Barco de Plata CJSC","Rodney Osborne","Shareholder",1
"Barco de Plata CJSC","Ryan Sharp","Company Contacts",1
"Barco de Plata Corp","Aaron Wood","Company Contacts",1
"Barco de Plata Corp","Laura Warren","Shareholder",1
"Barco de Plata Express","Cynthia Franco","Company Contacts",1
"Barco de Plata GmbH & Co. KG","John Davis","Company Contacts",1
"Barco de Plata GmbH & Co. KG","Stephanie Porter","Shareholder",1
"Barco de Plata Inc","Austin Griffin","Shareholder",1
"Barco de Plata Inc","Kenneth Barnett","Shareholder",1
"Barco de Plata Inc","Timothy Davis","Company Contacts",1
"Barco de Plata Inc","Travis Flores","Shareholder",1
"Barco de Plata Inc & Son's","George Christensen","Company Contacts",1
"Barco de Plata Logistics","Elizabeth Moody","Shareholder",1
"Barco de Plata Logistics","Eric Price","Shareholder",1
"Barco de Plata Logistics","Jessica Harmon","Shareholder",1
"Barco de Plata Logistics","Kimberly Jackson","Shareholder",1
"Barco de Plata Logistics","Raymond Pham","Company Contacts",1
"Barco de Plata Logistics","Sydney David","Shareholder",1
"Barco de Plata Logistics","Wayne Zhang","Shareholder",1
"Barco de Plata Ltd. Liability Co Marine conservation","Rachel Cruz","Company Contacts",1
"Barco de Plata Marine","Gail Saunders","Shareholder",1
"Barco de Plata NV","Brandon Alexander","Shareholder",1
"Barco de Plata NV","Dan Bass","Company Contacts",1
"Barco de Plata NV","James Foster","Shareholder",1
"Barco de Plata NV","Kendra Clark","Shareholder",1
"Barco de Plata NV Transit","Justin Smith","Shareholder",1
"Barco de Plata NV Transit","Steven Meyer","Shareholder",1
"Barco de Plata NV Transit","Thomas Gonzalez","Company Contacts",1
"Barco de Plata SE","Jose Johnston","Company Contacts",1
"Barents Sea  Corporation Worldwide","Andrea Miller","Shareholder",1
"Barents Sea  Corporation Worldwide","Ashley Sparks","Shareholder",1
"Barents Sea  Corporation Worldwide","Derek Montoya","Shareholder",1
"Barents Sea  Corporation Worldwide","Dr. Diana Montgomery","Shareholder",1
"Barents Sea  Corporation Worldwide","Jackie Rodriguez","Shareholder",1
"Barents Sea  Corporation Worldwide","Morgan Gonzales","Shareholder",1
"Barents Sea  Corporation Worldwide","Stephanie Forbes","Shareholder",1
"Barents Sea  Corporation Worldwide","Trevor Jackson","Shareholder",1
"Barents Sea  Corporation Worldwide","Vanessa Savage","Shareholder",1
"Barents Sea  Corporation Worldwide","Yvette Pierce","Shareholder",1
"Barents Sea  GmbH & Co. KG Flounder","Eddie Macdonald","Shareholder",1
"Barents Sea  GmbH & Co. KG Flounder","James Hancock","Shareholder",1
"Barents Sea  GmbH & Co. KG Flounder","Jessica Jefferson","Company Contacts",1
"Barents Sea  GmbH & Co. KG Flounder","Jimmy Wade","Shareholder",1
"Barents Sea  GmbH & Co. KG Flounder","Joshua Shaw","Shareholder",1
"Barents Sea  GmbH & Co. KG Flounder","Kimberly White","Shareholder",1
"Barents Sea  GmbH & Co. KG Flounder","Rachel Blake","Shareholder",1
"Barents Sea  GmbH Cargo","Ashley Johnson","Shareholder",1
"Barents Sea  GmbH Cargo","Jennifer Wade","Company Contacts",1
"Barents Sea  GmbH Cargo","Mary Ochoa","Shareholder",1
"Barents Sea  Ltd Marine","Carrie Huffman","Shareholder",1
"Barents Sea  Ltd Marine","Heather Lopez","Company Contacts",1
"Barents Sea  Ltd Marine","Raymond Johnson","Shareholder",1
"Barents Sea Cod Catfish S.A. de C.V. Express","Brian Wolfe","Shareholder",1
"Barents Sea Cod Catfish S.A. de C.V. Express","Corey Pierce","Company Contacts",1
"Barents Sea Cod Coral Reef AS Consulting","Barbara Meyers","Shareholder",1
"Barents Sea Cod Coral Reef AS Consulting","Brandon Robinson","Shareholder",1
"Barents Sea Cod Coral Reef AS Consulting","David Perkins","Shareholder",1
"Barents Sea Cod Coral Reef AS Consulting","Joshua Reynolds","Shareholder",1
"Barents Sea Cod Coral Reef AS Consulting","Rachel Brown","Company Contacts",1
"Barents Sea Cod Coral Reef AS Consulting","Tyler Morrow","Shareholder",1
"Barents Sea Cod Inc Delivery","David Greene","Company Contacts",1
"Barents Sea Cod Incorporated","Michael Sutton","Company Contacts",1
"Barents Sea Cod Incorporated & Son's","Allison Hernandez","Shareholder",1
"Barents Sea Cod Incorporated & Son's","Bryan Charles","Company Contacts",1
"Barents Sea Cod Incorporated & Son's","Chad Hunt","Shareholder",1
"Barents Sea Cod Incorporated & Son's","Daniel Jones","Shareholder",1
"Barents Sea Cod Incorporated & Son's","Jamie Rodriguez","Shareholder",1
"Barents Sea Cod Incorporated & Son's","Joel Stevens","Shareholder",1
"Barents Sea Cod Incorporated & Son's","John Boyd","Shareholder",1
"Barents Sea Cod Incorporated & Son's","Kayla Bell","Shareholder",1
"Barents Sea Cod Incorporated & Son's","Margaret Morris","Shareholder",1
"Barents Sea Cod Incorporated & Son's","Michael Owens","Shareholder",1
"Barents Sea Cod Incorporated & Son's","Michael Rivas","Shareholder",1
"Barents Sea Cod Incorporated Holdings","Robin Hebert","Company Contacts",1
"Barents Sea Cod Incorporated Holdings","Tiffany Harding","Shareholder",1
"Barents Sea Cod Limited Liability Company","Ryan Martinez","Company Contacts",1
"Barents Sea Cod Limited Liability Company","Stephanie Park","Shareholder",1
"Barents Sea Shrimp AB Worldwide","Cynthia Quinn","Company Contacts",1
"Barents Sea Shrimp Dashi","Jeanette Smith","Shareholder",1
"Barents Sea Shrimp Merchants","John Pearson","Company Contacts",1
"Barents Sea Shrimp Pic Line","Bianca Jones","Shareholder",1
"Barents Sea Shrimp Pic Line","Gerald Price","Shareholder",1
"Barents Sea Shrimp Pic Line","Kristy Moore","Shareholder",1
"Barents Sea Shrimp Pic Line","Michele Finley","Company Contacts",1
"Barents Sea Shrimp Pic Line","Mr. Henry Bell","Shareholder",1
"Barker Group","Adam Cooper","Shareholder",1
"Barker Group","Chad Edwards","Shareholder",1
"Barker Ltd","Angela Kennedy","Company Contacts",1
"Barker Ltd","Jose Lane","Company Contacts",1
"Barker and Sons","Rachel Santiago","Shareholder",1
"Barker, Garrison and Robinson","Matthew Merritt MD","Shareholder",1
"Barker, Haas and Taylor","Ashley Scott MD","Shareholder",1
"Barker, Santos and Gill","Heather Jordan","Shareholder",1
"Barker-Grimes","Sheryl Estrada","Shareholder",1
"Barker-Kelley","Michael Richmond","Company Contacts",1
"Barker-Moore","Jesse Lee","Shareholder",1
"Barker-Smith","Andrea Bowen","Shareholder",1
"Barnes Group","Jamie Lara","Shareholder",1
"Barnes Group","Kerri Johnson","Shareholder",1
"Barnes Inc","Dr. Jesus Mora Jr.","Shareholder",1
"Barnes Ltd","Calvin Klein","Shareholder",1
"Barnes PLC","Kathy Petty","Shareholder",1
"Barnes, Blair and Brown","Shawn White","Shareholder",1
"Barnes, Castillo and Rodriguez","Jesus Harris","Company Contacts",1
"Barnes-Barker","Donna Walton","Company Contacts",1
"Barnes-Garcia","Annette Romero","Shareholder",1
"Barnes-Gill","Alan Jones","Shareholder",1
"Barnes-Guzman","Michael Flores","Shareholder",1
"Barnes-Larson","Sandra Hawkins","Shareholder",1
"Barnes-Manning","Glenn Medina","Shareholder",1
"Barnes-Orr","Desiree Riley","Shareholder",1
"Barnes-Pearson","Brittany Hall","Shareholder",1
"Barnett Inc","Vanessa Griffith","Shareholder",1
"Barnett and Sons","Jesse Carpenter","Shareholder",1
"Barnett, Jacobs and Gill","Tiffany Gordon","Company Contacts",1
"Barnett, Johnson and Taylor","William Harris","Shareholder",1
"Barnett, Johnson and Wright","Joshua Martin","Shareholder",1
"Barnett-Eaton","Sarah Adams","Shareholder",1
"Barnett-Perez","Nicole Woods","Shareholder",1
"Barnett-Waters","Mason Hines","Shareholder",1
"Barr Inc","Andrew Solis","Shareholder",1
"Barr, Sanchez and Reed","Jonathan Reynolds","Shareholder",1
"Barr-Fitzgerald","April Thompson","Shareholder",1
"Barr-Meyer","Bryce Williams","Shareholder",1
"Barrera, Stevens and Nelson","Shawn Mendoza","Shareholder",1
"Barrera-Galloway","Lisa Fernandez","Shareholder",1
"Barrett Inc","Curtis Roberts","Shareholder",1
"Barrett LLC","Don Maddox","Shareholder",1
"Barrett PLC","James Thomas","Shareholder",1
"Barrett, Hall and Riley","Martha Hammond","Shareholder",1
"Barrett, Velazquez and Glover","Alexander Foley","Shareholder",1
"Barrett, Walker and Andrews","Catherine Lewis","Company Contacts",1
"Barrett-Bowen","Jill Cooper","Shareholder",1
"Barrett-Harrison","Christian Sanders","Shareholder",1
"Barrett-Lee","Eric Wood","Company Contacts",1
"Barrett-Moore","Margaret Graham","Shareholder",1
"Barrett-Watson","April Delgado","Shareholder",1
"Barrett-Young","Wendy Smith","Company Contacts",1
"Barron Group","Morgan Jensen","Shareholder",1
"Barron Inc","Eric Parker","Shareholder",1
"Barron LLC","Kenneth Galloway","Shareholder",1
"Barron LLC","Manuel Morgan","Shareholder",1
"Barron, Pittman and Henry","Ruth Perry DDS","Shareholder",1
"Barry Inc","Caitlin Mckinney","Shareholder",1
"Barry, Daniels and Wallace","Devin Miles","Company Contacts",1
"Barry-Schmidt","Veronica Jordan","Shareholder",1
"Bartlett Inc","Mrs. Wanda Thompson","Shareholder",1
"Bartlett Ltd","Mackenzie Woodward","Shareholder",1
"Bartlett Ltd","Veronica Walton","Shareholder",1
"Bartlett, Booth and Wells","Christopher Johnson","Shareholder",1
"Bartlett-Nelson","Mike Houston","Shareholder",1
"Bartlett-Porter","Charles Allen","Shareholder",1
"Bartlett-Rodriguez","George Gregory","Shareholder",1
"Barton PLC","Jennifer Allen","Company Contacts",1
