"...1","id","group","revenue_group","transboundary","type","Ult_BO","Multi_ent"
1149,"Gvardeysk S.A. de C.V.","unknown","Unreported","unknown","Company",NA,NA
1150,"Faroe Islands Shrimp AG","unknown","Unreported","unknown","Company",NA,NA
1151,"The Salty Dog GmbH","unknown","Unreported","unknown","Company",NA,NA
1152,"Ocean Emporium Corporation Distribution","unknown","Unreported","unknown","Company",NA,NA
1153,"Kilwa Coast  Ltd Pier","unknown","Unreported","unknown","Company",NA,NA
1154,"Zambezi Valley  Kga -","unknown","Unreported","unknown","Company",NA,NA
1155,"Adriatic Squid AG Express","unknown","Unreported","unknown","Company",NA,NA
1156,"Lake Victoria Catch  Ltd. Liability Co","unknown","Unreported","unknown","Company",NA,NA
1157,"2 Incorporated and Son's","unknown","Unreported","unknown","Company",NA,NA
1158,"Plc S.A. de C.V.","unknown","Unreported","unknown","Company",NA,NA
1159,"Congo River  Shark AG Brothers","unknown","Unreported","unknown","Company",NA,NA
1160,"Portuguese Sea Bass GmbH & Co. KG Transit","unknown","Unreported","unknown","Company",NA,NA
1161,"Yesenia Oliver","Company Contact","Unreported",NA,"Company Contact",NA,NA
1162,"Daniel Reese","Company Contact","Unreported",NA,"Company Contact",NA,NA
1163,"Brittany Jones","Shareholder","Unreported",NA,"Shareholder",NA,NA
1164,"Elizabeth Torres","Shareholder","Unreported",NA,"Shareholder",NA,NA
1165,"Sandra Roberts","Company Contact","Unreported",NA,"Company Contact",NA,NA
1166,"Robert Miranda","Company Contact","Unreported",NA,"Company Contact",NA,NA
1167,"Monique Cummings","Company Contact","Unreported",NA,"Company Contact",NA,NA
1168,"Cassidy Sherman","Shareholder","Unreported",NA,"Shareholder",NA,NA
1169,"Dawn West","Shareholder","Unreported",NA,"Shareholder",NA,NA
1170,"Hannah Franco","Company Contact","Unreported",NA,"Company Contact",NA,NA
1171,"Michael Morrison","Shareholder","Unreported",NA,"Shareholder",NA,NA
1172,"Nicole Carrillo","Shareholder","Unreported",NA,"Shareholder",NA,NA
1173,"Brooke Lewis","Company Contact","Unreported",NA,"Company Contact",NA,NA
1174,"Tina Armstrong","Company Contact","Unreported",NA,"Company Contact",NA,NA
1175,"Andrea Ortega","Shareholder","Unreported",NA,"Shareholder",NA,NA
1176,"Gabriel Ward","Shareholder","Unreported",NA,"Shareholder",NA,NA
1177,"Jennifer Oliver","Shareholder","Unreported",NA,"Shareholder",NA,NA
1178,"Robert Baker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1179,"Ronald Hicks","Company Contact","Unreported",NA,"Company Contact",NA,NA
1180,"Angelica Wheeler","Shareholder","Unreported",NA,"Shareholder","yes",NA
1181,"Shelly Strong","Company Contact","Unreported",NA,"Company Contact",NA,NA
1182,"Matthew Mora","Shareholder","Unreported",NA,"Shareholder",NA,NA
1183,"Ryan Stanley","Company Contact","Unreported",NA,"Company Contact",NA,NA
1184,"Tina Wilson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1185,"Vernon Cox","Shareholder","Unreported",NA,"Shareholder",NA,NA
1186,"Pedro Mcclure","Company Contact","Unreported",NA,"Company Contact",NA,NA
1187,"Christina Ortiz","Shareholder","Unreported",NA,"Shareholder",NA,NA
1188,"Melissa Molina","Company Contact","Unreported",NA,"Company Contact",NA,NA
1189,"Rachel Washington","Shareholder","Unreported",NA,"Shareholder",NA,NA
1190,"Jennifer Morales","Company Contact","Unreported",NA,"Company Contact",NA,NA
1191,"Mark Williams","Shareholder","Unreported",NA,"Shareholder",NA,NA
1192,"David Watts","Shareholder","Unreported",NA,"Shareholder",NA,NA
1193,"Renee Mason","Company Contact","Unreported",NA,"Company Contact",NA,NA
1194,"Sandra Wilkins","Shareholder","Unreported",NA,"Shareholder",NA,NA
1195,"Michelle Richmond","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
1196,"Elizabeth White","Company Contact","Unreported",NA,"Company Contact",NA,NA
1197,"Dominique Allen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1198,"Nathan Meyer","Company Contact","Unreported",NA,"Company Contact",NA,NA
1199,"Valerie Martinez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1200,"Carlos Harvey","Company Contact","Unreported",NA,"Company Contact",NA,NA
1201,"Jason Lee","Shareholder","Unreported",NA,"Shareholder",NA,NA
1202,"Mr. James Smith MD","Shareholder","Unreported",NA,"Shareholder",NA,NA
1203,"Nichole Mcdaniel PhD","Company Contact","Unreported",NA,"Company Contact",NA,NA
1204,"Jeremy Rush","Company Contact","Unreported",NA,"Company Contact",NA,NA
1205,"Ana Underwood","Company Contact","Unreported",NA,"Company Contact",NA,NA
1206,"Lisa Gray","Company Contact","Unreported",NA,"Company Contact",NA,NA
1207,"Jason Huff","Company Contact","Unreported",NA,"Company Contact",NA,NA
1208,"Matthew Hill","Company Contact","Unreported",NA,"Company Contact",NA,NA
1209,"Dawn Warren","Company Contact","Unreported",NA,"Company Contact",NA,NA
1210,"John Lewis","Shareholder","Unreported",NA,"Shareholder",NA,NA
1211,"John Williams","Multi-role Entity","Unreported",NA,"Company",NA,"yes"
1212,"Rachel Mendoza","Company Contact","Unreported",NA,"Company Contact",NA,NA
1213,"Thomas Allen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1214,"Mary Price","Shareholder","Unreported",NA,"Shareholder",NA,NA
1215,"Randall Morris","Shareholder","Unreported",NA,"Shareholder",NA,NA
1216,"Scott Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1217,"Jennifer Bauer","Company Contact","Unreported",NA,"Company Contact",NA,NA
1218,"Rachel Sanford","Shareholder","Unreported",NA,"Shareholder",NA,NA
1219,"Larry Page","Company Contact","Unreported",NA,"Company Contact",NA,NA
1220,"Rebecca Salazar","Shareholder","Unreported",NA,"Shareholder",NA,NA
1221,"Sarah Lawrence","Shareholder","Unreported",NA,"Shareholder",NA,NA
1222,"Alan Tate","Shareholder","Unreported",NA,"Shareholder",NA,NA
1223,"Eduardo Navarro","Shareholder","Unreported",NA,"Shareholder",NA,NA
1224,"Jack Sharp","Shareholder","Unreported",NA,"Shareholder",NA,NA
1225,"Richard Gilbert","Company Contact","Unreported",NA,"Company Contact",NA,NA
1226,"Sharon Jefferson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1227,"Stephanie Contreras","Shareholder","Unreported",NA,"Shareholder",NA,NA
1228,"Carla Atkins","Shareholder","Unreported",NA,"Shareholder",NA,NA
1229,"Joshua Harris","Shareholder","Unreported",NA,"Shareholder",NA,NA
1230,"Mary Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1231,"Mrs. Carrie Kelly","Company Contact","Unreported",NA,"Company Contact",NA,NA
1232,"Chase Travis","Shareholder","Unreported",NA,"Shareholder",NA,NA
1233,"Christine Pittman","Shareholder","Unreported",NA,"Shareholder",NA,NA
1234,"Daniel Baker Jr.","Company Contact","Unreported",NA,"Company Contact",NA,NA
1235,"Gary Jackson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1236,"James Simon","Shareholder","Unreported",NA,"Shareholder",NA,NA
1237,"Kyle Le","Shareholder","Unreported",NA,"Shareholder",NA,NA
1238,"Mr. Matthew Reed PhD","Shareholder","Unreported",NA,"Shareholder",NA,NA
1239,"Robin Wall","Shareholder","Unreported",NA,"Shareholder",NA,NA
1240,"Thomas Armstrong","Shareholder","Unreported",NA,"Shareholder",NA,NA
1241,"Allen Myers","Shareholder","Unreported",NA,"Shareholder",NA,NA
1242,"Yolanda Ortiz","Company Contact","Unreported",NA,"Company Contact",NA,NA
1243,"Jennifer Scott","Shareholder","Unreported",NA,"Shareholder",NA,NA
1244,"Kaylee Martinez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1245,"Samantha Hill","Company Contact","Unreported",NA,"Company Contact",NA,NA
1246,"Michelle Jones","Company Contact","Unreported",NA,"Company Contact",NA,NA
1247,"Eric Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1248,"Eric Stafford","Company Contact","Unreported",NA,"Company Contact",NA,NA
1249,"Sean Crawford","Shareholder","Unreported",NA,"Shareholder",NA,NA
1250,"Johnny Porter","Company Contact","Unreported",NA,"Company Contact",NA,NA
1251,"Paul Whitney","Company Contact","Unreported",NA,"Company Contact",NA,NA
1252,"Susan Williams","Company Contact","Unreported",NA,"Company Contact",NA,NA
1253,"James Scott","Shareholder","Unreported",NA,"Shareholder",NA,NA
1254,"Nancy Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1255,"Randy Mcmahon","Company Contact","Unreported",NA,"Company Contact",NA,NA
1256,"Tracy Nguyen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1257,"Edward Bryant","Company Contact","Unreported",NA,"Company Contact",NA,NA
1258,"Dennis Maldonado","Company Contact","Unreported",NA,"Company Contact",NA,NA
1259,"Nathaniel Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1260,"Dr. Jessica Carter","Company Contact","Unreported",NA,"Company Contact",NA,NA
1261,"David Golden","Shareholder","Unreported",NA,"Shareholder",NA,NA
1262,"William Frederick","Company Contact","Unreported",NA,"Company Contact",NA,NA
1263,"Wayne Gentry","Company Contact","Unreported",NA,"Company Contact",NA,NA
1264,"Jennifer Kerr","Shareholder","Unreported",NA,"Shareholder",NA,NA
1265,"Keith Bird","Shareholder","Unreported",NA,"Shareholder",NA,NA
1266,"Marcus Bullock","Shareholder","Unreported",NA,"Shareholder",NA,NA
1267,"Michael Bush","Shareholder","Unreported",NA,"Shareholder",NA,NA
1268,"Samantha Stevenson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1269,"Thomas Brooks","Shareholder","Unreported",NA,"Shareholder",NA,NA
1270,"Yolanda Bernard","Shareholder","Unreported",NA,"Shareholder",NA,NA
1271,"Luke Higgins","Company Contact","Unreported",NA,"Company Contact",NA,NA
1272,"Mary Anderson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1273,"Anita White","Shareholder","Unreported",NA,"Shareholder",NA,NA
1274,"Eric House","Shareholder","Unreported",NA,"Shareholder",NA,NA
1275,"Gary Gardner","Shareholder","Unreported",NA,"Shareholder",NA,NA
1276,"Glen Robbins","Company Contact","Unreported",NA,"Company Contact",NA,NA
1277,"Heather Thompson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1278,"James Becker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1279,"Linda Brown","Shareholder","Unreported",NA,"Shareholder",NA,NA
1280,"Mary Preston","Shareholder","Unreported",NA,"Shareholder",NA,NA
1281,"Maurice Whitehead","Shareholder","Unreported",NA,"Shareholder",NA,NA
1282,"Sandra Anderson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1283,"Mrs. Crystal Miller MD","Company Contact","Unreported",NA,"Company Contact",NA,NA
1284,"Daniel Patrick","Company Contact","Unreported",NA,"Company Contact",NA,NA
1285,"David Barton","Shareholder","Unreported",NA,"Shareholder",NA,NA
1286,"Heather Knight","Company Contact","Unreported",NA,"Company Contact",NA,NA
1287,"Catherine Davies","Shareholder","Unreported",NA,"Shareholder",NA,NA
1288,"Christopher Stanton","Company Contact","Unreported",NA,"Company Contact",NA,NA
1289,"Jacob Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
1290,"Jerry Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1291,"John Robinson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1292,"Savannah Day","Shareholder","Unreported",NA,"Shareholder",NA,NA
1293,"Adam Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1294,"Allison Sampson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1295,"Charles Hill","Company Contact","Unreported",NA,"Company Contact",NA,NA
1296,"Chris Medina","Shareholder","Unreported",NA,"Shareholder",NA,NA
1297,"David Villarreal","Shareholder","Unreported",NA,"Shareholder",NA,NA
1298,"David Williamson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1299,"Deborah Huang","Shareholder","Unreported",NA,"Shareholder",NA,NA
1300,"Jason Goodwin","Shareholder","Unreported",NA,"Shareholder",NA,NA
1301,"Mrs. Kelly Kim","Shareholder","Unreported",NA,"Shareholder",NA,NA
1302,"Richard Young","Shareholder","Unreported",NA,"Shareholder",NA,NA
1303,"Sharon Harrington","Shareholder","Unreported",NA,"Shareholder",NA,NA
1304,"Stephen Bailey","Shareholder","Unreported",NA,"Shareholder",NA,NA
1305,"Anthony Jackson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1306,"Jamie Morris","Company Contact","Unreported",NA,"Company Contact",NA,NA
1307,"David Kirby","Shareholder","Unreported",NA,"Shareholder",NA,NA
1308,"Eduardo Graham","Company Contact","Unreported",NA,"Company Contact",NA,NA
1309,"Joseph Hodges","Shareholder","Unreported",NA,"Shareholder",NA,NA
1310,"Kyle Kelley","Shareholder","Unreported",NA,"Shareholder",NA,NA
1311,"Ronnie Greer","Shareholder","Unreported",NA,"Shareholder",NA,NA
1312,"Dave Barrett","Company Contact","Unreported",NA,"Company Contact",NA,NA
1313,"Denise Rangel","Company Contact","Unreported",NA,"Company Contact",NA,NA
1314,"Walter Harris","Company Contact","Unreported",NA,"Company Contact",NA,NA
1315,"Bryan Conner","Company Contact","Unreported",NA,"Company Contact",NA,NA
1316,"Daniel Burns","Shareholder","Unreported",NA,"Shareholder",NA,NA
1317,"Diana Bryant","Company Contact","Unreported",NA,"Company Contact",NA,NA
1318,"Nicole Craig","Shareholder","Unreported",NA,"Shareholder",NA,NA
1319,"Wesley Aguilar","Shareholder","Unreported",NA,"Shareholder",NA,NA
1320,"Amy Morgan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1321,"David Stewart","Shareholder","Unreported",NA,"Shareholder",NA,NA
1322,"Gary Paul","Company Contact","Unreported",NA,"Company Contact",NA,NA
1323,"Henry Wood","Shareholder","Unreported",NA,"Shareholder",NA,NA
1324,"Jeffrey Ferguson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1325,"Mr. James Barker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1326,"Stephanie Lawson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1327,"Andrea Potter","Company Contact","Unreported",NA,"Company Contact",NA,NA
1328,"Jennifer Kelly","Company Contact","Unreported",NA,"Company Contact",NA,NA
1329,"Tina Mcintyre","Shareholder","Unreported",NA,"Shareholder",NA,NA
1330,"Jasmine Newman","Company Contact","Unreported",NA,"Company Contact",NA,NA
1331,"Amy Murphy","Shareholder","Unreported",NA,"Shareholder",NA,NA
1332,"Jackie Frederick","Shareholder","Unreported",NA,"Shareholder",NA,NA
1333,"Jeremiah Diaz","Company Contact","Unreported",NA,"Company Contact",NA,NA
1334,"Megan Williams","Shareholder","Unreported",NA,"Shareholder",NA,NA
1335,"Elizabeth Dillon","Shareholder","Unreported",NA,"Shareholder",NA,NA
1336,"Sharon Wallace","Company Contact","Unreported",NA,"Company Contact",NA,NA
1337,"Adam Evans","Shareholder","Unreported",NA,"Shareholder",NA,NA
1338,"Anne Allen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1339,"Christopher Henry","Shareholder","Unreported",NA,"Shareholder",NA,NA
1340,"Mary Ortiz","Company Contact","Unreported",NA,"Company Contact",NA,NA
1341,"Alexander Love","Company Contact","Unreported",NA,"Company Contact",NA,NA
1342,"Andres Houston","Shareholder","Unreported",NA,"Shareholder","yes",NA
1343,"Jose Ramirez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1344,"Tamara Patel","Company Contact","Unreported",NA,"Company Contact",NA,NA
1345,"Leroy Steele","Shareholder","Unreported",NA,"Shareholder",NA,NA
1346,"Sarah Edwards","Company Contact","Unreported",NA,"Company Contact",NA,NA
1347,"Dr. Steven Fox","Company Contact","Unreported",NA,"Company Contact",NA,NA
1348,"Beth Harvey","Shareholder","Unreported",NA,"Shareholder",NA,NA
1349,"Beverly Benton","Shareholder","Unreported",NA,"Shareholder",NA,NA
1350,"Brittany Nelson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1351,"Kayla James","Shareholder","Unreported",NA,"Shareholder",NA,NA
1352,"Paige Becker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1353,"Steven Noble","Company Contact","Unreported",NA,"Company Contact",NA,NA
1354,"Jordan Riggs","Company Contact","Unreported",NA,"Company Contact",NA,NA
1355,"Robert Rodriguez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1356,"Carrie Moore","Company Contact","Unreported",NA,"Company Contact",NA,NA
1357,"Cassandra Heath","Shareholder","Unreported",NA,"Shareholder",NA,NA
1358,"Heidi Garner","Shareholder","Unreported",NA,"Shareholder",NA,NA
1359,"Dawn Stewart","Company Contact","Unreported",NA,"Company Contact",NA,NA
1360,"Taylor Dodson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1361,"Lisa House","Shareholder","Unreported",NA,"Shareholder",NA,NA
1362,"Miss Jessica Collins","Company Contact","Unreported",NA,"Company Contact",NA,NA
1363,"Bailey Bruce","Shareholder","Unreported",NA,"Shareholder",NA,NA
1364,"Joseph Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1365,"Michael Richardson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1366,"Nicole Stephens","Company Contact","Unreported",NA,"Company Contact",NA,NA
1367,"Scott Schmidt","Company Contact","Unreported",NA,"Company Contact",NA,NA
1368,"Heidi Horton","Company Contact","Unreported",NA,"Company Contact",NA,NA
